N	gene	beta	pval
37431	Plec	-18.9524843145592	5.88289247718228e-07
37432	Plek	-85.0822447451846	3.92229810817831e-08
37435	Plekha2	-3.23369523124217	0.125228136931143
37438	Plekha5	-6.9762204952715	0.40875946878117
37449	Plekhg2	8.98581830268607	0.50573593128856
37463	Plekho2	-5.07499106313195	0.000164327414057749
37471	Plin3	2.15931130874706	0.183425460554229
37503	Plscr1	-3.34496710331046	0.00134212524906055
37506	Plscr4	-8.11936650702593	4.67462130110524e-05
37523	Plxnc1	-2.59582960079426	1
37529	Pmel	2.77120486131455	1.84359838396076e-08
37535	Pml	2.1362601574986	0.0915091797358626
37545	Pnisr	16.0398897647467	5.02271023510401e-09
37565	Pnpla2	-2.3274035128248	8.95089764188631e-06
37569	Pnpla7	5.79517309714339	1
37579	Podnl1	8.67527916820836	3.14098137158198e-06
37585	Pogk	-12.9672589615258	0.10499797013082
37593	Pold1	-2.18907254940027	0.000886215065209098
37595	Pold3	-2.19936197518103	0.00350766992761232
37612	Polr1a	2.93128667878315	0.104695539435864
37621	Polr2e	-4.68764382817886	0.104121018660149
37630	Polr2m	-3.2857483268716	0.0158975760314024
37635	Polr3e	2.70218907152974	0.418003609127145
37653	Pon2	-3.05942507885904	0.540897752145774
37657	Pop5	2.25533017953605	0.000498209301764892
37688	Ppan	2.69869765240225	0.459854574687815
37696	Ppcdc	2.04686084696239	0.00155501953976189
37698	Ppdpf	2.11098650209744	0.00722357049917919
37708	Ppia	-16.4135550691813	3.06448826809786e-13
37709	Ppib	-3.66951143746336	1
37718	Ppil2	-10.1913951133706	0.137361089666917
37723	Ppip5k2	-2.48113423753082	4.14151596937153e-09
37731	Ppm1h	-14.4636384162758	7.11106663833874e-11
37732	Ppm1j	-8.16391824986024	4.64041127412842e-05
37740	Ppp1ca	-12.7981788097159	8.82346462033055e-05
37745	Ppp1r11	7.99363220385902	1.18542839484344e-11
37746	Ppp1r12a	-16.8958160832212	2.10046227803554e-10
37756	Ppp1r15b	-3.2540388851346	0.00333337484180241
37758	Ppp1r16b	-6.34236685577313	0.000125393150073075
37801	Ppp2r5a	3.681734035887	5.15143153152049e-06
37803	Ppp2r5c	-3.93349947657083	1.15685832587619e-05
37806	Ppp3ca	-5.65968451700257	0.001747722902999
37808	Ppp3cc	-6.55540195265179	2.01318460908882e-05
37816	Ppp4r3b	-2.26996711717566	1.41662901169442e-07
37820	Ppp6c	-2.67582050641227	0.00250779676365003
37824	Pprc1	2.94770159828952	1
37825	Ppt1	-2.35581046093118	0.00450548365549303
37832	Pqlc3	-6.89226849652792	0.115037989970614
37835	Prag1	-6.74163752511456	0.000251874476546861
37858	Prdm1	-5.87442519196575	0.0616084331720764
37878	Prdx3	2.79667168611169	0.341651087814691
37880	Prdx5	-2.17643731574664	2.77356679106358e-06
37881	Prdx6	6.21135304103	2.78815388771873e-05
37884	Preb	-2.85188084916373	1
37892	Prex1	-29.8401842831801	0.00946285220715409
37894	Prf1	-148.981216150799	0.00362665545295026
37908	Prkab1	-5.71129205603502	0.0959468627084901
37912	Prkacb	-12.8417556305046	0.0150160719585595
37918	Prkar1a	-12.7923726860011	5.65595128694481e-12
37923	Prkcb	-5.85795285289313	0.0174543098884468
37924	Prkcd	-3.50934158984331	1
37929	Prkcq	14.6507326398044	1
37934	Prkd2	15.4836167743471	0.000193144778219002
37935	Prkd3	-3.69062957710923	1
37942	Prkx	-8.57458407067386	0.014843050275435
37976	Prmt3	5.36347475435732	0.00175897150438571
38023	Prps1	2.077880184154	1
38026	Prps2	2.73484352267002	0.168479119241151
38031	Prr13	-9.04252954002295	2.72333641701027e-09
38050	Prr5l	-10.9657339958745	7.85125681348266e-05
38055	Prrc2b	-4.51919495889676	0.00100552690755319
38056	Prrc2c	5.58632847683154	2.6179144063013e-07
38057	Prrg1	2.00851328468867	1.0932925942855e-06
38120	Psd4	-6.47230422158331	0.000136855754757597
38141	Psma1	-3.90660921131704	0.0446896520402493
38142	Psma2	4.27591633811729	9.17701836481985e-09
38150	Psmb1	-2.94000376667895	4.26067400723786e-05
38153	Psmb2	-2.16017527544648	2.64706489394448e-08
38154	Psmb3	-2.17561118815255	3.62785683975439e-13
38158	Psmb6	3.10518450261346	1.81970592435717e-08
38162	Psmb8	11.4580622064358	6.67346527969163e-06
38163	Psmb9	3.65241807786604	0.0527174046742463
38166	Psmc3	-2.401866399306	5.92374081239273e-06
38175	Psmd13	-2.08271861444724	0.000386349956827113
38185	Psme1	6.71877741081011	0.00099039619230878
38186	Psme2	7.10051130453187	1.00176182232375e-08
38207	Ptbp3	-6.80114501481778	6.59516042202481e-08
38210	Ptcd3	2.25112702938675	0.0018245204878879
38229	Ptger4	-3.25811911962167	0.00145742483570385
38249	Ptk2b	-7.91650153830517	6.17850907816241e-09
38252	Ptma	-16.1435330069174	1.06672208592628e-10
38258	Ptp4a2	-9.57445962199384	2.91796741473306e-14
38259	Ptp4a3	-4.24708585089242	0.0415556958625335
38265	Ptpn12	-3.38615129278944	0.0176800428612718
38269	Ptpn2	-5.68294581927944	0.330616443700003
38272	Ptpn22	-20.0271352666052	0.00254558780845785
38275	Ptpn4	-9.98457279158213	0.000347720995883106
38277	Ptpn6	5.88988169024262	0.00478829993188076
38282	Ptprc	-135.665516770405	6.25698830589055e-12
38285	Ptpre	-6.05587578732528	0.522658372987108
38308	Pttg1ip	-5.51933666599774	0.000431260998641362
38315	Pum3	2.69412420588116	0.0136667784051505
38317	Purb	-3.11873127733024	3.1467109051086e-06
38327	Pvrig	-2.39388705325544	0.000853869701070428
38331	Pwp2	2.58870996030618	0.348190394408224
38334	Pwwp3a	2.13547291156498	0.000611008973690001
38341	Pxn	-4.96207365698593	0.000120130459922304
38343	Pxylp1	-2.63943646924087	0.0211653448865626
38344	Pycard	-7.04055525832289	6.34083706411581e-07
38346	Pycr2	4.39886278198994	3.68212447121813e-05
38361	Qk	-11.9231806216644	2.78070793691009e-09
38365	Qrfp	-3.03471893932492	0.000423903884052784
38368	Qrich1	3.37860292101678	1
38378	R3hdm1	3.25760986691267	3.16073263149088e-08
38385	Rab11a	-5.20055894794605	0.25380957674875
38386	Rab11b	-3.15119242886352	0.458530491442802
38388	Rab11fip1	4.05001515201568	8.23969499489505e-11
38402	Rab1a	-3.18825040717463	0.000269042799877484
38412	Rab27a	-3.24625972932342	0.000552228642505319
38419	Rab31	-2.49070662552997	0.00413083289441995
38426	Rab37	-2.20715677327092	0.000661302502109893
38433	Rab3d	-3.0358710257464	0.545041505966034
38434	Rab3gap1	4.5917868796938	0.0170347566677075
38435	Rab3gap2	-2.38432161155059	0.0977384353718505
38437	Rab3ip	7.32298249557415	6.31731548414276e-09
38450	Rab6a	-2.52320931720321	0.000427372489459671
38452	Rab7	-3.27690482286144	7.23594076369599e-08
38455	Rab8a	-6.88684975510963	0.00576203573305952
38456	Rab8b	-9.85658294961408	0.87557403397985
38465	Rabgap1l	-5.97069053609214	0.183039206640941
38468	Rabggtb	2.14504622318022	0.999999865486721
38474	Rac2	-8.99210448876373	1.00108363314129e-10
38476	Racgap1	-4.99353359377503	8.37565037596215e-08
38477	Rack1	66.1121720620489	0.00124608310005156
38483	Rad23a	2.30056735659908	0.999999865486721
38495	Rad54l2	-3.53405460897705	0.787596935604268
38500	Rae1	3.60733472621719	0.051151690649151
38503	Raf1	2.41966666053423	0.490385509715037
38506	Rai1	2.16126246057596	0.417248107903283
38517	Ralgps2	5.81896598206803	0.00587512570644091
38521	Ramp1	8.72444166694391	4.76128257606515e-06
38524	Ran	-4.22223610590235	4.5167921454962e-10
38540	Rap1b	-12.3531931089284	0.00389444976249712
38542	Rap1gap2	-12.2137638988468	0.023519393988382
38544	Rap1gds1	-2.51426618033761	0.252426943653198
38546	Rap2b	-4.93301399122568	0.0133896544786905
38547	Rap2c	-3.1402152848742	0.532545524324577
38548	Rapgef1	-5.03051258706709	0.207519825746253
38552	Rapgef4	9.62144037345406	8.85291699068655e-08
38557	Rapgef6	32.2612079395484	1.20104788805322e-07
38559	Raph1	-4.8346566730974	0.18300427845153
38568	Rasa1	-3.55157770359928	0.000590863411374981
38570	Rasa3	-3.38254414068897	0.109156572040122
38574	Rasal3	16.0500342173941	0.999999809769497
38583	Rasgrp1	23.9635853943025	0.736977978477907
38584	Rasgrp2	4.19305396461387	0.000256945329021009
38592	Rasl12	-6.18782919086597	5.95372404104491e-09
38596	Rassf2	6.64108099466096	0.940023117516264
38599	Rassf5	11.841519871652	0.000358282686622431
38616	Rbbp8	-2.79730949968232	0.922077211780935
38619	Rbck1	6.40080711377086	7.02954579558597e-06
38625	Rbis	2.47247868978395	4.3767951977299e-07
38628	Rbl2	-14.4807717120975	0.0103765601573863
38643	Rbm25	5.00239285308064	7.41567555577516e-10
38644	Rbm26	4.63094096222749	4.34760240404281e-09
38647	Rbm3	2.62642641797943	0.000105720431248052
38649	Rbm33	2.66236838500288	0.007551296253822
38651	Rbm38	17.906714375938	1
38652	Rbm39	-7.93484867311926	2.23828290381676e-10
38664	Rbm4b	9.83189016391963	1.20200579948009e-12
38672	Rbms1	-2.89695882128118	1
38689	Rbpms	-3.72555867877753	0.586503043414306
38694	Rc3h1	-3.99300672087921	3.57195449538096e-09
38698	Rcan3	5.15591809588494	1.88069040879216e-07
38699	Rcbtb1	4.1026331632772	1.02104973379771e-08
38707	Rcl1	2.66288032200766	0.190750584862626
38710	Rcn3	3.23872118752882	6.68121220170196e-15
38736	Reck	-2.82962223200957	0.00419950123425975
38746	Reep5	-19.1075337049404	0.018214253753011
38757	Relb	2.14015316559699	0.000181318730689127
38772	Rere	2.0922268925717	1
38782	Retreg1	3.96302233348835	0.00210344141234022
38787	Rev3l	2.10136246271039	7.07254997386181e-06
38791	Rexo2	3.88436884768923	0.518168847625975
38794	Rfc1	2.73657705368158	5.26910788488518e-06
38795	Rfc2	-6.34109668579314	1
38803	Rflnb	5.90471512626129	0.014094277996789
38808	Rftn1	4.35258697870195	6.76211382356636e-09
38811	Rfx1	2.15189280525479	0.344561662807529
38821	Rgcc	9.22273264767548	0.488361036050071
38823	Rgl2	4.10269259083194	0.00192398948320279
38830	Rgs1	-6.49923551002684	1.29411727814504e-07
38831	Rgs10	10.9035017071924	8.85255958553716e-08
38832	Rgs11	3.60787842576691	0.00867264246986944
38835	Rgs14	3.85862341619076	0.00268512807272229
38839	Rgs19	5.82431934261252	0.308249055807428
38844	Rgs3	-8.54943345809175	3.97273668038584e-05
38866	Rheb	-2.07440745793507	0.908171333320029
38868	Rhno1	2.38560314986633	0.0285832603767485
38870	Rhoa	-5.33470431618573	0.158781540119309
38878	Rhof	-5.04864734038454	0.164639549837252
38880	Rhoh	23.7532148930536	1.72013435682056e-09
38882	Rhoq	-2.19213859729599	0.0409238114952259
38916	Ric8a	-5.87721093228231	0.0565414844866355
38924	Rilpl2	-3.50962172161572	0.000516518951310646
38935	Rin3	-6.41005535356963	9.64147019306613e-08
38937	Rinl	-4.30603828374879	0.00315671302761453
38939	Riok1	-2.68781046664943	0.462985165966905
38954	Rit1	-2.32095195273751	0.195194554724012
38959	Rlim	2.01646640205833	0.00197939547393402
38968	Rmnd1	3.20824387252463	1.30238443112385e-09
38970	Rmnd5b	4.27719327207783	0.00574330252625105
39004	Rnf114	3.22904948171434	1
39005	Rnf115	-4.64920467752519	0.0101005254804657
39008	Rnf123	4.104577356608	0.00672376841122068
39012	Rnf13	-5.93394409000852	0.0135389081082877
39013	Rnf130	-3.66667777111522	0.00381284331078627
39022	Rnf145	8.25649800441977	0.999999809769497
39031	Rnf166	-4.61768312291254	0.0462170201739729
39032	Rnf167	17.917459486608	0.324151835593661
39039	Rnf181	-3.43117301943343	0.300972367685971
39045	Rnf19a	4.3690304243724	0.0100691634197235
39053	Rnf213	13.7676622235931	9.05153625407353e-05
39056	Rnf216	-4.67208533185549	5.19099271138078e-05
39071	Rnf38	4.86737295469935	4.54599943184896e-08
39073	Rnf4	-3.28300739506307	0.00179523478385289
39076	Rnf43	-5.09397852328722	0.00831215221181964
39084	Rngtt	2.04046440228927	0.0238986934682056
39085	Rnh1	-7.04314648246562	0.00116337605837416
39112	Rock1	-4.38050284058688	2.70170544658e-09
39144	Rpgrip1	2.09335823047702	1.41505265333472e-07
39149	Rpl10	24.9582980059516	2.63798659183e-12
39156	Rpl10a	4.21674490071018	7.11667654621737e-08
39163	Rpl12	8.92936038183485	1.8945688911071e-10
39166	Rpl13	18.3468697510467	8.51499361381641e-09
39175	Rpl14	7.45637147885862	8.40976186978229e-12
39177	Rpl15	4.21178178486759	2.45528958143744e-07
39195	Rpl18	3.10360260533396	4.10075616950508e-11
39198	Rpl18a	33.0559277441221	2.57127260288117e-12
39202	Rpl19	9.88537588678856	7.55313558325848e-12
39214	Rpl21	10.0035633904556	1.46694433384317e-10
39230	Rpl22	6.41213942339686	0.000291191579122631
39232	Rpl22l1	2.54270555352677	0.542132593732254
39233	Rpl23	6.76086206084964	2.38533490226597e-12
39247	Rpl26	17.3646359604668	9.66262409950335e-12
39252	Rpl27	3.40685877117812	3.01862903971971e-17
39256	Rpl27a	2.70275379984776	4.78448540429809e-10
39260	Rpl28	2.14214812578797	9.05958335966561e-08
39268	Rpl3	13.008685380335	5.33858354177764e-11
39281	Rpl31	2.58150213471825	4.3237825163525e-08
39306	Rpl32	13.501909905918	9.30665250036657e-10
39309	Rpl34	4.01191960935332	4.34286119557366e-14
39314	Rpl35a	8.37276272012359	4.50779230577619e-12
39329	Rpl36a	10.1499942325518	1.04794926104221e-16
39335	Rpl37	-3.87389774958962	5.95923344464133e-14
39337	Rpl37a	4.17334240728647	3.62891862125571e-19
39340	Rpl38	4.47704580928613	6.57344486129989e-17
39343	Rpl39	4.14018152742395	7.53341027987733e-11
39347	Rpl4	112.212635644668	0.018781183111973
39348	Rpl41	9.7245341047557	1.33040330757811e-07
39350	Rpl5	3.6995442561945	2.90951290917841e-08
39353	Rpl6	14.1246146399589	1.76399010167215e-12
39355	Rpl7	24.2905083927036	0.0329168611939574
39359	Rpl7a	3.80498121932381	3.25935885758141e-07
39374	Rpl8	75.5515878178155	0.0222379134131581
39375	Rpl9	-6.91194298310791	4.16527048584157e-14
39385	Rplp0	66.9036658181887	1.45577041184628e-06
39387	Rplp1	25.5997750795384	1.29483603158283e-10
39390	Rpn1	-4.02493288424974	6.71005373234607e-06
39412	Rps11	34.8646927154597	6.84684514712348e-05
39418	Rps12	-9.78335270327564	4.03840768391472e-10
39438	Rps14	23.6290744410223	8.68350071351907e-13
39439	Rps15	15.2661591273644	3.88555861606212e-10
39442	Rps15a	15.1244262965187	3.43374225698591e-13
39451	Rps16	-4.71167254526107	3.13258173008142e-15
39456	Rps18	-10.9435959638939	1.88712394403531e-13
39462	Rps19	12.7109668893438	1.55170064854293e-10
39476	Rps2	12.7493558526434	0.00626314858520753
39488	Rps20	30.4048342735775	0.200519705775333
39489	Rps21	4.53941853384748	1.22013486036602e-09
39494	Rps24	11.5263026385462	6.38286087307219e-08
39497	Rps25	11.1424244037936	9.27183290136676e-11
39499	Rps26	5.9960331130657	5.31524298768848e-10
39501	Rps27	11.7995336729761	6.17928821460743e-16
39503	Rps27a	9.86649864334895	3.161469383046e-10
39509	Rps29	6.53118699827097	8.74036874550868e-17
39511	Rps3	60.4879867727807	0.000438684783663266
39512	Rps3a1	18.0808131320767	2.42643838821626e-05
39516	Rps4x	33.0078714574256	1.16425263577964e-11
39518	Rps5	57.3851691725378	6.60735005017561e-05
39519	Rps6	11.5425697726207	2.67586419313132e-11
39524	Rps6ka1	4.11312998675512	3.14458810823923e-05
39527	Rps6ka4	-2.42880519102449	0.000545890310238753
39534	Rps7	5.98498408261626	5.77187374538888e-11
39538	Rps8	20.0723174112846	3.9114141414105e-08
39543	Rps9	40.4468726399213	9.16900872104895e-09
39544	Rpsa	7.38176464293581	2.69519701855025e-07
39571	Rrbp1	-2.61667887412927	5.60034726754953e-05
39574	Rrm1	-2.08055559663579	6.29229688331739e-05
39577	Rrn3	2.789570323814	0.00205512687757562
39579	Rrp1	7.10232038921879	3.18978085036656e-10
39580	Rrp12	2.10385561160608	0.742908480668244
39584	Rrp7a	-7.99514232417184	8.23703482860786e-10
39598	Rsl1d1	3.06570222211419	0.150717646897584
39617	Rsrp1	19.378542002018	9.85587528643731e-05
39621	Rtcb	4.38625879436142	0.00126809418248155
39624	Rtf2	-2.66538084357716	3.49123449609813e-06
39639	Rtn3	-9.53239222636692	0.999999865486721
39648	Rtp4	5.50749189598738	0.0570398535641289
39661	Runx1	-3.66144571672617	0.0289391024359708
39663	Runx2	-5.2824313721459	3.19720025770088e-05
39667	Runx3	-7.68307156641861	0.000198233953849508
39692	S100a10	-27.6981009406962	0.000455470655240682
39693	S100a11	-2.91760348971317	1.73230845453076e-05
39694	S100a13	-2.85701871844943	6.13562667483758e-05
39701	S100a6	-7.61428606912059	0.00225542908490731
39710	S1pr1	41.4066285212592	0.00545331694861083
39711	S1pr2	-2.27653465031861	0.000990295921092379
39713	S1pr4	2.78996684554373	0.874701916780485
39714	S1pr5	-36.4347997548656	0.00151137813314281
39721	Sacm1l	-2.29837563281045	0.0258246361881064
39738	Samd3	-35.9578084752577	2.26844752804004e-05
39744	Samd9l	-7.47164718465723	2.77245643494533e-10
39745	Samhd1	14.4336191910116	0.223383776194277
39747	Samsn1	-6.36056390898302	0.0015334556288588
39764	Saraf	31.9877184476078	6.50990711805595e-05
39774	Sash3	3.78140632898306	0.188430187926961
39776	Sat1	-7.27893395329143	2.17009512516109e-11
39778	Satb1	35.8853975026184	0.000338518375023086
39798	Sc5d	-2.43502250383857	1.83674452659564e-07
39829	Scd2	-6.21594241760246	9.71983769774862e-06
39834	Scfd2	-2.11664413042442	0.053071800022838
39884	Scimp	-8.04845301383373	1.68500011147485e-08
39891	Scml4	12.4212180092014	6.03607989681375e-05
39913	Scp2	2.22271151218628	0.018997539732671
39932	Scyl1	-2.44462761152717	0.00130711494179704
39935	Sdad1	2.18977968081137	0.0725403843348518
39939	Sdc4	-2.49497650764598	0.175099665171452
39940	Sdcbp	-29.8556896297154	0.544319135558065
39944	Sdf2	-2.34153056585243	0.0451323185932935
39945	Sdf2l1	-2.68031306799612	0.00198173919233236
39946	Sdf4	3.43414308628205	1.59938183013445e-06
39947	Sdha	9.04322923610232	0.0067761448216416
39949	Sdhaf2	-2.43357379346082	0.104324457645811
39966	Sec11a	3.31187768399588	0.2432879281878
39988	Sec61a1	-4.55101460976879	5.86977219989578e-07
39990	Sec61b	3.27691006440121	4.89010025070134e-12
40008	Selenok	-3.27578038212339	5.43739549499292e-05
40014	Selenon	-4.80696229380242	0.135460233720467
40016	Selenop	20.5970962124793	1.07584725272782e-07
40021	Sell	21.8255812051125	5.02278785959965e-11
40023	Selplg	-63.0630272269802	0.0831156545563253
40032	Sema4a	-30.342116899972	3.6320601104137e-05
40033	Sema4b	2.55278582377253	2.42430640871428e-05
40035	Sema4d	-3.32199840075502	5.59955633389698e-07
40050	Senp7	2.56576029378223	2.97533026036361e-07
40053	Sephs2	-6.22258501756238	0.00976209780753149
40057	Septin11	-31.7041715149073	0.025822137962532
40060	Septin2	-11.020137399682	7.6329267838368e-10
40062	Septin4	-2.67297676642855	0.00489355138428604
40065	Septin7	-3.86943952367866	0.000109865021644338
40067	Septin9	3.55704016965076	2.04714401072973e-07
40069	Serbp1	2.40590214157223	1
40076	Serinc3	-72.4960409472488	2.49156920942175e-12
40079	Serp1	-6.99283167746404	1
40097	Serpina3g	-13.5167152687423	0.511970606460112
40125	Serpinb6b	-40.6935176558838	0.751784241903514
40131	Serpinb9	-47.5963966660162	1
40132	Serpinb9b	-10.7561693361203	0.12660312675017
40155	Sesn1	4.88981545962857	0.0517193028703766
40157	Sesn3	3.03702493447148	0.0396011421190585
40160	Setbp1	-2.60671165032142	0.0734835398945269
40172	Setx	7.94389052172198	1.71242862717983e-10
40180	Sf3b1	19.801974203117	2.9055542165199e-12
40182	Sf3b3	6.18673250336314	0.672631879078397
40191	Sfr1	-3.65571136695118	1
40208	Sfxn3	-5.97125409241238	0.0395445234333142
40219	Sgk1	-2.59912881333779	1.70182199203177e-08
40221	Sgk3	4.72628864284598	5.83391013231398e-05
40222	Sgms1	7.13819819526274	6.57788067662173e-05
40227	Sgpl1	-4.50306961087999	0.905268702377422
40239	Sh2d1a	-6.23532380345962	0.880209715663234
40242	Sh2d2a	-21.6481521145278	6.00928593524783e-05
40243	Sh2d3c	-8.25829081519472	0.000180984876753519
40250	Sh3bgrl	-8.73441935465973	1.54730023992074e-06
40252	Sh3bgrl3	-28.7029403600895	7.106827042713e-07
40254	Sh3bp2	-2.09499095552942	0.0171792796555849
40256	Sh3bp5	8.18752613702299	2.33712467433566e-06
40261	Sh3gl1	9.21443374382566	0.331167361081389
40264	Sh3glb1	-3.41597869851723	0.496446317754653
40265	Sh3glb2	3.20329131976912	0.772357147191336
40266	Sh3kbp1	22.9820423219838	0.0403549492706797
40295	Shisa5	48.9052231479403	0.0060617712222746
40308	Shmt2	2.89365385429166	9.61232763835307e-07
40327	Sidt1	7.15091234991143	0.15349704930505
40340	Sike1	-8.86106057535649	0.000465524226612523
40348	Sipa1	-12.8619962731487	0.000651630114482929
40349	Sipa1l1	2.47515635588648	0.167219614398022
40357	Sirt2	-3.3038385606836	3.72621995479381e-10
40364	Sit1	9.099219701463	0.0135967911780733
40376	Skap1	20.5634047615561	4.19145596344672e-08
40377	Skap2	-2.93449397344174	0.389230502423348
40378	Ski	2.55534091655337	0.269549078843091
40392	Skiv2l	-2.94502427038188	2.49410510181727e-05
40395	Skp1a	6.53596046077679	1.45033959647916e-06
40397	Sla	-14.9386326475276	5.81845840474843e-07
40398	Sla2	-2.71630467735373	0.0230969071730306
40403	Slamf6	18.8840481078291	0.754874112468074
40404	Slamf7	-13.3493975780197	0.00156085586363383
40407	Slbp	-6.67154580410701	1
40417	Slc11a2	8.12883910955435	5.25189583107138e-09
40424	Slc12a7	7.95370987980327	1.19770096259572e-07
40440	Slc16a1	2.22014507722022	0.0271040636733064
40449	Slc16a5	8.75194197072556	1.04836903640194e-07
40450	Slc16a6	-3.25949324324263	2.95322925872687e-14
40462	Slc17a9	7.03421597961928	5.7935194102072e-07
40473	Slc1a5	3.09758182249446	0.000325254266747244
40529	Slc25a24	-9.08936894079891	0.227600330572235
40535	Slc25a3	3.67663029397358	1
40539	Slc25a33	-2.56287855346768	7.55812647101066e-07
40546	Slc25a4	5.10357349615027	3.65729096690482e-05
40553	Slc25a46	-3.81546115838575	0.999999865486721
40559	Slc25a53	3.16586019792118	6.52219566380304e-07
40563	Slc26a11	-2.35391697299865	1
40579	Slc28a2	2.94344216991428	0.176682755624735
40580	Slc28a2b	6.6375928007733	1.04953053772766e-10
40591	Slc2a3	-3.57486181418379	1.52441278659679e-05
40593	Slc2a4rg-ps	4.13503861826658	0.502971792230221
40606	Slc30a7	3.28699155354945	0.0245099453094944
40622	Slc35b2	-3.75748358354965	5.12527279549307e-08
40623	Slc35b3	2.07161506187159	2.81563175959082e-07
40624	Slc35b4	-2.37910680047879	0.00798575835870446
40635	Slc35f2	2.40344688696233	6.01584217263658e-08
40638	Slc35f5	-2.09709404647852	5.76380260034925e-06
40648	Slc37a1	3.6542639082537	0.0389905470060099
40649	Slc37a2	-2.51284349296168	0.633775703774155
40653	Slc38a10	-4.57444058920422	5.58260657488663e-14
40655	Slc38a2	-6.53008109656467	4.24708607948451e-07
40688	Slc44a2	12.6878701456218	0.00112208450794503
40742	Slc6a19	3.20354255364816	1.63515976602308e-10
40751	Slc6a6	3.62684934991177	0.135680576829859
40766	Slc7a6	2.43669070396326	0.000810504298177746
40783	Slc9a7	-5.65527612081184	0.0282205987939293
40785	Slc9a9	4.03792563049918	1.87835756004283e-11
40797	Slco3a1	3.94225597787205	0.48858061001352
40806	Slfn1	26.4010843400981	0.000190178678291078
40807	Slfn10-ps	-3.93986186844151	0.0520474148569187
40809	Slfn2	14.5010593165061	0.0238762938685707
40812	Slfn5	4.50513581873237	1.34997053067901e-07
40814	Slfn8	4.26744949080183	0.846764049331033
40831	Sltm	3.15352262877046	2.35356445510064e-07
40840	Smad3	-20.1357013971906	2.29299292824826e-05
40844	Smad7	2.17663643801463	0.0175482383247439
40848	Smap2	3.07984824696678	1.27690622257018e-10
40850	Smarca2	3.65529557420291	0.60272006807808
40851	Smarca4	2.65286897669257	0.000587880205088285
40869	Smc4	31.1181353147297	1.85675376155887e-18
40870	Smc5	-4.98858800496829	0.00742110786342292
40871	Smc6	5.56886656061421	1.41328555703486e-10
40872	Smchd1	4.55688717793886	2.6044055464714e-08
40879	Smdt1	2.88623004671409	2.38699884164566e-09
40880	Smg1	6.53755960744737	3.09980169772007e-05
40881	Smg5	3.02954646119155	1
40885	Smg9	2.96616228231561	0.999999865486721
40930	Smpd5	-2.12081295563311	0.485575424748312
40931	Smpdl3a	3.39405515374648	1.12782445002368e-05
40956	Snap23	-3.02690154609549	0.00289422122452022
40970	Snd1	2.06058518441222	0.00299432294451263
40973	Snhg1	4.40365512559728	0.691037931819997
40978	Snhg15	2.68562096366821	0.828483019060184
40984	Snhg5	2.4394235431068	1
40985	Snhg6	2.08036741368388	6.17352797177184e-06
41054	Snrk	3.62117016812233	0.00287061960743775
41055	Snrnp200	-3.17717226178911	0.000917446243634459
41077	Sntb1	4.78680363134664	6.53924621199436e-06
41086	Snx10	-7.60073365806432	0.00121822933228473
41094	Snx18	-5.03186868525167	1
41104	Snx3	-5.88587484419173	0.000341338305625393
41108	Snx33	-2.10928682399376	5.07292588394136e-05
41109	Snx4	4.71390147867251	0.187116240862925
41110	Snx5	-16.4457685018635	1.83561613179921e-06
41116	Soat2	-2.58850050113498	0.000133295003890017
41119	Socs2	-2.51976014258539	4.35655819081749e-05
41120	Socs3	5.15098479486459	1
41132	Son	2.26192067104557	0.00741751854918931
41140	Sord	-2.13338942969252	0.83826731469209
41141	Sorl1	-5.84963774167401	0.00216081820032363
41144	Sos2	-3.59699765571679	0.018602121360945
41178	Sp100	4.67789000851759	0.135717149525104
41211	Spag9	-2.80158014354336	0.00294739942283389
41216	Spast	-2.26953042755735	0.0909491332353095
41218	Spata13	-21.9118123189094	0.0208257888210353
41243	Spata6	2.26500472212488	0.507238401173308
41254	Spcs2	11.5722687584874	2.33454066154538e-07
41256	Spcs3	-7.50479254264635	0.0134787053353257
41287	Spg21	-2.1830395030394	9.11716837967444e-05
41295	Spice1	2.17498059553724	0.000365961398482536
41317	Spint2	5.6147320783018	0.000109673327194267
41323	Spn	-9.87711302802416	0.222620797501084
41325	Spns1	2.49113469854619	0.389289242127489
41342	Sppl2a	-4.30618772509319	2.86818472942464e-06
41343	Sppl2b	-4.76720611814928	1
41345	Sppl3	-2.25528266442763	0.0160232143220004
41365	Spry2	-28.493315567422	0.0012593588035304
41376	Sptan1	-5.30590706032665	1.10108185888164e-07
41383	Sptlc2	-3.9362092568728	0.121736050502166
41385	Sptssa	9.18543463901355	6.70665191614911e-06
41387	Spty2d1	-2.78861065756962	0.697826925146518
41392	Sqstm1	-11.8872292830962	0.000808078971808749
41402	Srebf1	3.31195006650022	0.000912619442137701
41403	Srebf2	5.93830027335453	0.171206221658524
41410	Srgap3	-4.89445524702248	0.00721774176287705
41411	Srgn	-14.9896844253123	2.52304515352636e-06
41412	Sri	-4.09870333802162	0.00368881973922728
41414	Srm	3.05127199781529	0.842821644305271
41416	Srp14	-2.38236433672627	0.0013963626427491
41424	Srpk1	23.8923873062586	4.18149798818529e-10
41425	Srpk2	2.29754611779158	1.20081186855119e-08
41440	Srsf1	5.05923416628841	1.86117574353372e-09
41442	Srsf11	3.06477794892586	8.6253445506347e-06
41444	Srsf2	-8.45190081618807	6.39116653914377e-12
41448	Srsf5	15.2777909143637	8.82055495016046e-11
